51695,55895545,1552809858.0
53290,55895548,1552821615.0
53963,55895550,1552822035.0
53962,55895552,1552821516.0
53036,,1552822035.0
53851,55895563,1551605346.0
53852,55895565,1552553804.0
53853,55895566,1552553862.0
53854,55895568,1552553892.0
53260,,1552814729.0
53034,55895572,1552814729.0
53013,,1552815875.0
53051,55895584,1552550600.0
53052,55895588,1550393389.0
53326,55895595,1550394376.0
53017,,1552814729.0
53216,55895618,1550385708.0
53217,55895621,1550043591.0
53019,,1552814729.0
54428,55895628,1552810014.0
52878,55895633,1552814729.0
54080,55895637,1552814729.0
53010,,1552814729.0
53067,55895647,1551375836.0
53068,55895650,1549793650.0
53008,,1552814729.0
53053,55895681,1551793365.0
53055,55895684,1549788294.0
53056,55895688,1552814576.0
53057,55895691,1552814614.0
53048,,1552814729.0
53049,55895720,1551606427.0
53241,55895722,1552547651.0
54367,55895724,1552547622.0
53245,55895725,1552547670.0
53242,55895727,1550385943.0
53243,55895730,1552816191.0
53050,55895732,1550394450.0
53247,55895737,1550061713.0
53325,55895738,1550506990.0
53255,,1552814730.0
53256,55895745,1552816273.0
53257,55895750,1550782471.0
53261,55895753,1552814730.0
53278,,1552814730.0
53280,55895806,1552548869.0
53281,55895807,1552548700.0
53717,55895808,1552548916.0
53883,55895809,1551604988.0
54368,55895812,1552549371.0
54369,55895815,1552550000.0
51990,55895822,1553008519.0
54241,55895828,1552809544.0
54244,55895832,1552975458.0
53266,55895833,1552832712.0
53196,55895835,1552943499.0
54166,55895836,1552911724.0
54305,55895839,1552831270.0
52482,55895845,1552810978.0
54056,55895849,1552985298.0
53731,55895851,1552809514.0
53919,55895853,1552919468.0
53920,55895854,1552919451.0
53921,55895855,1552919458.0
53922,,1552919464.0
54568,55895860,1552998586.0
52274,55895861,1552640980.0
54191,55895864,1552987711.0
53503,55895866,1552464930.0
54283,55895871,1552975370.0
54285,55895876,1552975344.0
54286,55895877,1552975324.0
54287,55895880,1552975305.0
54289,55895882,1552975281.0
54291,55895887,1552975260.0
54292,55895889,1552975238.0
54293,55895891,1552975218.0
54290,55895892,1552975197.0
54243,55895895,1552465175.0
54423,55895898,1552999047.0
54451,55895902,1553001002.0
54097,55895905,1552809570.0
54323,55895909,1552975164.0
53662,55895910,1552975137.0
53918,55895914,1552998175.0
54355,55895919,1553005536.0
49667,55895922,1552976756.0
54462,55895949,1552849038.0
53623,55895951,1552997921.0
54508,55895953,1552995558.0
54567,55895955,1552999167.0
47596,,1547631175.0
40982,55895984,1552808764.0
52204,,1552980256.0
54433,55895992,1552814434.0
54434,55895993,1552814357.0
52987,55895996,1552476439.0
52737,55896001,1552990651.0
53092,55896002,1552980268.0
48460,55896004,1552980277.0
54214,55896005,1552980401.0
52492,,1552980418.0
52963,55896010,1551621076.0
53384,55896013,1553002105.0
53391,55896016,1552981489.0
54242,55896017,1552981497.0
49929,55896019,1552919836.0
52748,55896020,1552997057.0
52928,,1552981532.0
54540,55896051,1552982760.0
54541,55896052,1552982874.0
52700,55896055,1552981541.0
51307,,1552919885.0
51291,55896064,1552904247.0
51292,55896066,1552566432.0
51293,55896068,1552566470.0
53122,,1552919899.0
53179,55896075,1551088457.0
52697,,1552919911.0
52698,55896094,1550164208.0
52772,55896097,1549196973.0
53295,55896101,1552309498.0
53995,55896104,1552919997.0
54133,55896105,1553002515.0
54261,55896107,1553002549.0
54432,55896110,1552916911.0
54449,55896111,1552828059.0
48081,55896113,1552997060.0
54497,55896116,1552999913.0
54379,55896120,1552920643.0
52320,55896123,1552921252.0
47300,55896126,1552825657.0
50197,,1552911713.0
53395,55896158,1550590140.0
53420,55896159,1552306251.0
53421,55896161,1551773426.0
51679,,1552999376.0
52077,55896169,1552567343.0
52078,55896172,1552828908.0
50198,,1552825657.0
52515,55896207,1552914133.0
52746,55896215,1549360872.0
52747,55896217,1550590252.0
52802,55896219,1550491529.0
52803,55896221,1549981190.0
52804,55896223,1549361546.0
52806,55896234,1549981210.0
54172,55896240,1552917059.0
54187,55896243,1552931945.0
54246,,1552829620.0
51598,55896246,1552829630.0
51197,55896248,1552927269.0
53734,55896251,1552829666.0
51083,55896257,1552894673.0
51575,,1552825658.0
52354,55896294,1552497629.0
52355,55896297,1552482677.0
52365,55896298,1552482688.0
52366,55896299,1552482696.0
52542,55896302,1552826299.0
52356,55896305,1552481555.0
52358,55896306,1552497629.0
52359,55896308,1551270918.0
52389,55896310,1552497629.0
52363,55896317,1552556493.0
52654,55896323,1549801352.0
52655,55896328,1551171175.0
52656,55896329,1548830225.0
52657,55896331,1551257998.0
53976,55896333,1552478739.0
53738,55896335,1552825658.0
53740,55896340,1552825658.0
53441,55896343,1552825658.0
53467,55896344,1552825658.0
53591,55896348,1552825658.0
53585,55896351,1552830865.0
53973,55896352,1552825841.0
54072,55896353,1553002257.0
54078,55896354,1552914587.0
54447,55896356,1552826243.0
54318,55896363,1552858310.0
49076,,1552574991.0
52549,,1552816037.0
52625,,1552574991.0
54046,55896417,1552462636.0
53898,55896418,1552988871.0
54203,55896419,1552462659.0
54183,55896420,1552462690.0
54184,55896422,1552462694.0
53999,55896425,1552918160.0
54441,55896428,1552830299.0
53882,55896430,1552818029.0
53884,55896433,1552817979.0
49634,55896434,1552830245.0
49588,55896438,1552814336.0
54436,55896440,1553006417.0
52872,55896443,1552818022.0
50298,55896444,1552995127.0
54435,55896445,1552818033.0
54064,55896447,1552814336.0
45924,,1552830200.0
49445,55896451,1552982053.0
54065,55896453,1552814337.0
54066,55896459,1552993992.0
54067,55896462,1552814337.0
54454,55896463,1552999258.0
54455,55896466,1552982041.0
53462,55896468,1553003839.0
51956,,1552908605.0
53363,55896476,1552394930.0
53787,55896478,1551783865.0
53188,55896483,1552813616.0
53839,55896487,1552830475.0
51669,55896492,1552911241.0
53682,,1552912058.0
52072,,1552914289.0
53759,,1552908452.0
52782,,1552982005.0
53760,55896499,1552420422.0
51501,55896501,1552993121.0
52972,,1553006601.0
53368,55896507,1550408789.0
53838,55896510,1552813484.0
53943,55896511,1552813484.0
54312,55896512,1553007832.0
54054,55896513,1553007887.0
54321,55896580,1553007864.0
54114,55896581,1552209053.0
54360,55896583,1552838590.0
54180,55896589,1553007924.0
54090,55896591,1552982032.0
54208,55896593,1553007109.0
53786,,1552818399.0
54348,55896596,1552492955.0
54349,55896599,1552493008.0
54533,55896603,1552989166.0
53994,55896605,1552905726.0
48482,55896607,1553007235.0
52798,55896614,1552813814.0
51662,55896617,1552813814.0
50343,55896622,1552997369.0
54018,55896625,1552994252.0
54019,55896627,1552994266.0
54017,55896629,1552995157.0
54182,55896631,1552813920.0
52826,55896634,1549196906.0
48698,55896637,1552814762.0
54392,55896639,1552898264.0
52990,55896641,1552898268.0
52412,55896643,1552898266.0
50505,55896646,1552814762.0
51411,55896650,1552898259.0
51410,55896655,1552895957.0
53652,,1552996573.0
54231,55896665,1552895952.0
53654,55896670,1552818346.0
53822,55896673,1552396556.0
53651,55896676,1553008013.0
54041,55896678,1552396548.0
53653,55896681,1552396564.0
54230,55896684,1552396242.0
54125,55896688,1552396874.0
54370,,1552909238.0
52474,55896692,1552914884.0
54565,,1552997593.0
54569,55896698,1553000371.0
53764,55896705,1552894763.0
53869,55896708,1552908147.0
53861,55896709,1552994329.0
54044,55896711,1552902419.0
51605,55896712,1552902084.0
54042,55896713,1552996032.0
54480,55896717,1552902088.0
54481,55896719,1552902090.0
53870,55896723,1552896812.0
52566,,1552902093.0
52610,55896759,1552900468.0
52611,55896763,1551278789.0
52622,55896766,1548780166.0
52624,55896768,1551967871.0
52630,55896772,1552900503.0
52633,55896776,1550672727.0
52634,55896778,1548775757.0
52676,55896781,1551967864.0
52677,55896784,1551967855.0
52706,55896786,1550498106.0
52797,55896789,1549958966.0
53258,55896794,1551967878.0
53294,55896797,1551967888.0
53357,55896799,1552902089.0
53359,55896801,1552902054.0
53874,55896803,1553005955.0
54202,55896805,1552902098.0
54206,55896806,1552906854.0
54450,55896809,1552917161.0
54483,55896811,1552902104.0
50339,,1552897079.0
52646,55896834,1550385437.0
52648,55896836,1552389153.0
53334,55896838,1551967438.0
52649,55896840,1551967447.0
52812,55896843,1551967455.0
53344,55896844,1551967709.0
52651,55896845,1549793140.0
52811,55896847,1552227852.0
53066,55896848,1549971542.0
53438,55896851,1552902135.0
53078,55896853,1552895094.0
54111,55896855,1553005953.0
53507,55896856,1552999089.0
54103,55896858,1552896983.0
54216,55896863,1552914004.0
54357,55896865,1552517079.0
54442,55896866,1552818259.0
54443,55896868,1552818664.0
52021,55896869,1552921261.0
53557,55896871,1552900655.0
53563,55896875,1552900655.0
53799,55896877,1552923470.0
52112,,1552900655.0
53750,55896886,1552484016.0
54561,55896888,1552992927.0
51011,55896890,1552900655.0
53840,55896892,1552900655.0
47692,55896895,1552516137.0
53469,55896897,1552515224.0
54232,55896898,1552907286.0
54322,55896901,1552914007.0
52081,55896904,1552554846.0
52393,55896912,1552554852.0
53791,55896916,1552554832.0
54338,55896917,1552497040.0
53930,55896919,1552975758.0
49095,55896920,1552895232.0
54397,55896923,1552587634.0
54410,55896924,1553000391.0
52024,55896928,1552921231.0
54164,55896929,1552921268.0
52025,55896930,1552921288.0
52026,55896932,1552921308.0
45889,55896934,1552901674.0
54522,55896936,1552930540.0
52861,55896940,1552811518.0
53542,55896944,1552988085.0
53300,55896945,1553000318.0
53200,55896947,1553007362.0
52501,55896948,1553007416.0
52432,,1552811564.0
53864,55896962,1552224126.0
53865,55896964,1552224144.0
53866,55896965,1552224181.0
53867,55896968,1552916765.0
54140,55896969,1552224088.0
51211,,1552811538.0
52993,55896981,1549548175.0
52994,55896983,1549548369.0
52995,55896988,1549548487.0
52996,55896991,1549548590.0
53125,55896993,1552811096.0
54373,55896995,1552811934.0
53456,55896998,1552396191.0
54171,55897002,1552811552.0
53720,55897004,1552824489.0
53486,55897005,1552396482.0
54288,55897008,1552824489.0
53722,,1552811062.0
54544,55897017,1552987048.0
54559,55897025,1552991131.0
54564,55897027,1552997272.0
54534,55897029,1552979574.0
54535,55897033,1552980950.0
54536,55897034,1552980967.0
54537,55897035,1552980979.0
54538,55897037,1552980991.0
54210,55897043,1552381814.0
54211,55897046,1552429461.0
54267,,1552813906.0
54268,55897054,1552766624.0
54269,55897058,1552766626.0
52306,55897060,1552898383.0
54316,55897063,1552987048.0
53726,55897067,1552428824.0
54264,55897071,1552918454.0
54271,55897076,1552983625.0
53756,55897080,1552813936.0
54221,55897082,1552813942.0
54262,55897084,1552919402.0
54223,55897087,1552813938.0
53711,55897089,1552913165.0
54222,55897095,1552919387.0
54263,55897102,1552836039.0
53704,,1552911286.0
54235,55897123,1552399736.0
54236,55897126,1552467208.0
54237,55897128,1552921198.0
54238,55897131,1552911759.0
54513,55897132,1552921202.0
53573,55897133,1552813962.0
53404,55897134,1552813963.0
53572,55897136,1553003126.0
54265,55897140,1552428368.0
53576,55897144,1552832498.0
54270,55897145,1552429840.0
53708,55897149,1552813946.0
53564,55897151,1552900329.0
50370,55897152,1552898727.0
52280,55897155,1552822820.0
54411,55897157,1552813966.0
52313,55897161,1552822755.0
52279,55897164,1552822802.0
54412,55897165,1552813978.0
53403,55897168,1552983503.0
52148,,1552813167.0
52149,55897174,1547815581.0
54272,55897176,1552430217.0
54505,55897177,1552913339.0
53989,55897183,1552913168.0
54239,55897184,1552998481.0
53945,55897187,1552995105.0
54156,55897188,1552993750.0
54439,55897191,1553008093.0
54468,55897194,1552989569.0
53613,,1552980725.0
53628,55897210,1552321545.0
53630,55897212,1551779614.0
53631,55897214,1552395170.0
53632,55897216,1551779537.0
53633,55897218,1552205235.0
53641,55897221,1551779531.0
54229,55897222,1552980720.0
53151,,1553003476.0
53584,55897247,1551780238.0
53587,55897250,1551780256.0
53588,55897252,1552893204.0
53875,55897254,1551780270.0
53878,55897259,1552398772.0
53880,55897260,1553006197.0
53612,,1553005970.0
53634,55897274,1552931984.0
53635,55897275,1551612094.0
53647,55897280,1553005751.0
53648,55897281,1551612085.0
53912,,1552382775.0
54233,55897295,1552398935.0
54234,55897300,1552399026.0
49164,55897302,1552919047.0
54487,55897305,1552909222.0
54501,55897307,1552911566.0
54500,55897309,1552911551.0
53831,55897311,1552998718.0
53643,55897313,1552920712.0
53736,55897315,1552897035.0
